Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Bukedi,Butaleja District,315.0,258.0,573.0,31266.0,16576.0,47842.0,42053.0,13840.0,55893.0,24804.0,19747.0,44551.0,31893.0,28217.0,60110.0,309.0,252.0,561.0,29618.0,16202.0,45820.0,40973.0,13531.0,54504.0,31129.0,27567.0,58696.0,24358.0,19367.0,43725.0,203306.0,309.0,252.0,561.0,29030.0,15961.0,44991.0,42143.0,13413.0,55556.0,30598.0,77997.0,108595.0,23795.0,18897.0,42692.0,1289.0,2812.0,4101.0,130331.0,78638.0,208969.0,32208.0,28475.0,60683.0,655.0,297655.2835,454.4355474,0.0,0.0,2022,683.0249999577112,454.4355473282443
South Central,Butambala District,4.0,3.0,7.0,10167.0,9838.0,20005.0,9346.0,5890.0,15236.0,5240.0,5399.0,10639.0,4087.0,5427.0,9514.0,4.0,3.0,7.0,9949.0,9656.0,19605.0,8973.0,5705.0,14678.0,3879.0,3716.0,7595.0,5141.0,5254.0,10395.0,52280.0,4.0,3.0,7.0,9511.0,9241.0,18752.0,9644.0,5505.0,15149.0,3724.0,13788.0,17512.0,4926.0,5044.0,9970.0,135.0,472.0,607.0,28844.0,26557.0,55401.0,4091.0,5430.0,9521.0,405.0,85789.59355,211.8261569,0.1742,32.1065,2022,609.3979215501248,211.82615691358026
Bukedi,Butebo District,22.0,19.0,41.0,15890.0,8270.0,24160.0,18175.0,5782.0,23957.0,9867.0,7394.0,17261.0,11639.0,10355.0,21994.0,21.0,19.0,40.0,15829.0,8227.0,24056.0,18062.0,5723.0,23785.0,11567.0,10259.0,21826.0,9804.0,7330.0,17134.0,86841.0,12.0,17.0,29.0,15385.0,8046.0,23431.0,17067.0,5505.0,22572.0,10998.0,28576.0,39574.0,9408.0,6952.0,16360.0,381.0,713.0,1094.0,55593.0,31820.0,87413.0,11661.0,10374.0,22035.0,236.0,157374.5036,666.8411168,1.2393,33.83,2022,551.811113067746,666.8411169491525
North Central,Buvuma District,11.0,4.0,15.0,3785.0,2485.0,6270.0,7435.0,3957.0,11392.0,2545.0,2175.0,4720.0,4273.0,3994.0,8267.0,11.0,4.0,15.0,3776.0,2484.0,6260.0,7385.0,3941.0,11326.0,4243.0,3967.0,8210.0,2536.0,2166.0,4702.0,30513.0,11.0,4.0,15.0,3736.0,2440.0,6176.0,7281.0,3820.0,11101.0,4200.0,12730.0,16930.0,2504.0,2135.0,4639.0,272.0,570.0,842.0,18049.0,12615.0,30664.0,4284.0,3998.0,8282.0,296.0,67061.67743,226.559721,0.3765,33.2588,2022,454.9990571269252,226.55972104729727
Busoga,Buyende District,80.0,67.0,147.0,12886.0,7404.0,20290.0,22487.0,9482.0,31969.0,9774.0,7711.0,17485.0,17030.0,15367.0,32397.0,80.0,67.0,147.0,12883.0,7401.0,20284.0,21150.0,9480.0,30630.0,17013.0,15262.0,32275.0,9767.0,7709.0,17476.0,100812.0,80.0,67.0,147.0,12853.0,7475.0,20328.0,21089.0,9425.0,30514.0,16996.0,45182.0,62178.0,9747.0,7692.0,17439.0,3746.0,6747.0,10493.0,62257.0,40031.0,102288.0,17110.0,15434.0,32544.0,1379.0,385941.3361,279.8704395,1.2414,33.1239,2022,261.2106829984102,279.8704395213923
Lango,Dokolo District,12.0,6.0,18.0,35841.0,18161.0,54002.0,37959.0,10652.0,48611.0,17756.0,13205.0,30961.0,22643.0,20106.0,42749.0,12.0,6.0,18.0,35247.0,17834.0,53081.0,37226.0,10439.0,47665.0,22327.0,19819.0,42146.0,17492.0,12990.0,30482.0,173392.0,11.0,6.0,17.0,35513.0,18061.0,53574.0,37620.0,10578.0,48198.0,22599.0,57497.0,80096.0,17711.0,13167.0,30878.0,1611.0,2927.0,4538.0,114211.0,62130.0,176341.0,22655.0,20112.0,42767.0,1004.0,208686.1554,207.8547364,1.9131,33.1717,2022,830.8744759212714,207.85473645418327
Tooro,Fort Portal City,9.0,11.0,20.0,2428.0,2174.0,4602.0,4561.0,3594.0,8155.0,1431.0,1256.0,2687.0,1645.0,1428.0,3073.0,9.0,11.0,20.0,2315.0,2098.0,4413.0,4362.0,3451.0,7813.0,1546.0,1348.0,2894.0,1331.0,1155.0,2486.0,17626.0,9.0,11.0,20.0,2192.0,2092.0,4284.0,4186.0,3335.0,7521.0,1494.0,6743.0,8237.0,1271.0,1157.0,2428.0,34.0,222.0,256.0,10074.0,8463.0,18537.0,1654.0,1439.0,3093.0,127.0,81788.09976,644.0007855,0.6546,30.2801,2022,215.50812467488487,644.000785511811
South Central,Gomba District,1.0,2.0,3.0,7088.0,5965.0,13053.0,8773.0,6346.0,15119.0,4161.0,3630.0,7791.0,3398.0,3060.0,6458.0,1.0,2.0,3.0,6500.0,5522.0,12022.0,7889.0,5589.0,13478.0,3115.0,2838.0,5953.0,3824.0,3365.0,7189.0,38645.0,1.0,2.0,3.0,6835.0,5771.0,12606.0,8519.0,6037.0,14556.0,3281.0,13524.0,16805.0,3991.0,3493.0,7484.0,156.0,686.0,842.0,23421.0,19003.0,42424.0,3399.0,3062.0,6461.0,1670.0,30204.63204,18.08660601,0.223,31.6739,2022,1279.4395226805748,18.08660601197605
Acholi,Gulu City,99.0,102.0,201.0,14314.0,9939.0,24253.0,22994.0,12309.0,35303.0,9441.0,8167.0,17608.0,12208.0,12172.0,24380.0,60.0,53.0,113.0,12343.0,8378.0,20721.0,17863.0,9566.0,27429.0,9367.0,9129.0,18496.0,7545.0,6415.0,13960.0,80719.0,57.0,49.0,106.0,12043.0,8204.0,20247.0,16684.0,9117.0,25801.0,9268.0,28710.0,37978.0,7316.0,6223.0,13539.0,923.0,1963.0,2886.0,59056.0,42689.0,101745.0,12307.0,12274.0,24581.0,222.0,222711.5106,1003.205003,2.7743,32.2882,2022,362.4374859769821,1003.2050027027027
Acholi,Gulu District,26.0,20.0,46.0,24128.0,12627.0,36755.0,23810.0,8662.0,32472.0,12223.0,9128.0,21351.0,14143.0,12638.0,26781.0,24.0,20.0,44.0,21835.0,11390.0,33225.0,21246.0,7607.0,28853.0,12693.0,11446.0,24139.0,11005.0,8230.0,19235.0,105496.0,26.0,20.0,46.0,23353.0,12067.0,35420.0,22774.0,7956.0,30730.0,13580.0,36063.0,49643.0,11852.0,8829.0,20681.0,1000.0,2030.0,3030.0,74330.0,43075.0,117405.0,14169.0,12658.0,26827.0,1721.0,129495.278,75.24420567,2.955,32.4467,2022,814.6706322372619,75.24420569436374
Bunyoro,Hoima City,2.0,3.0,5.0,4027.0,3314.0,7341.0,7300.0,4783.0,12083.0,2125.0,1861.0,3986.0,2804.0,2706.0,5510.0,2.0,2.0,4.0,3566.0,2866.0,6432.0,6015.0,3657.0,9672.0,2359.0,2259.0,4618.0,1781.0,1623.0,3404.0,24130.0,6.0,2.0,8.0,3672.0,2955.0,6627.0,6398.0,4033.0,10431.0,2492.0,9454.0,11946.0,1864.0,1692.0,3556.0,88.0,255.0,343.0,16258.0,12667.0,28925.0,2806.0,2709.0,5515.0,227.0,133380.5789,587.5796428,1.4274,31.3484,2022,180.91089571661772,587.5796427312775
Bunyoro,Hoima District,5.0,1.0,6.0,8009.0,5890.0,13899.0,8558.0,4701.0,13259.0,4653.0,3921.0,8574.0,6091.0,5465.0,11556.0,5.0,1.0,6.0,7971.0,5867.0,13838.0,8524.0,4640.0,13164.0,6065.0,5448.0,11513.0,4640.0,3894.0,8534.0,47055.0,4.0,1.0,5.0,7978.0,5869.0,13847.0,9039.0,4650.0,13689.0,6075.0,17360.0,23435.0,4647.0,3908.0,8555.0,1014.0,1774.0,2788.0,27316.0,19978.0,47294.0,6096.0,5466.0,11562.0,1341.0,246158.4611,183.5633565,1.6343,31.171,2022,191.1573536401183,183.56335652498134
Ankole,Ibanda District,44.0,37.0,81.0,25869.0,20853.0,46722.0,43784.0,28052.0,71836.0,11541.0,9688.0,21229.0,9624.0,8451.0,18075.0,41.0,22.0,63.0,21892.0,17921.0,39813.0,36481.0,23358.0,59839.0,8122.0,7071.0,15193.0,9815.0,8317.0,18132.0,133040.0,42.0,28.0,70.0,23530.0,19189.0,42719.0,39310.0,24895.0,64205.0,8584.0,45094.0,53678.0,10516.0,8890.0,19406.0,284.0,971.0,1255.0,90862.0,67081.0,157943.0,9668.0,8488.0,18156.0,622.0,296447.6205,476.6038915,0.0966,30.4818,2022,448.7807990349512,476.60389147909973
Busoga,Iganga District,31.0,18.0,49.0,37129.0,23242.0,60371.0,61259.0,29067.0,90326.0,23401.0,18674.0,42075.0,32101.0,28853.0,60954.0,21.0,11.0,32.0,36001.0,22064.0,58065.0,59565.0,27735.0,87300.0,31258.0,28025.0,59283.0,22633.0,17984.0,40617.0,245297.0,19.0,11.0,30.0,42882.0,21702.0,64584.0,56703.0,26586.0,83289.0,30476.0,91983.0,122459.0,21900.0,17378.0,39278.0,2042.0,4991.0,7033.0,153921.0,99854.0,253775.0,32132.0,28871.0,61003.0,633.0,407781.6813,644.2048678,0.7236,33.4832,2022,601.540018222491,644.2048677725119
Ankole,Isingiro District,923.0,852.0,1775.0,29730.0,23262.0,52992.0,45359.0,28736.0,74095.0,16844.0,12907.0,29751.0,18669.0,16802.0,35471.0,923.0,852.0,1775.0,28925.0,22870.0,51795.0,41327.0,24732.0,66059.0,16859.0,15145.0,32004.0,16127.0,12390.0,28517.0,180150.0,908.0,841.0,1749.0,29471.0,23077.0,52548.0,45094.0,28608.0,73702.0,18730.0,70818.0,89548.0,16761.0,12859.0,29620.0,433.0,1291.0,1724.0,111525.0,82559.0,194084.0,19592.0,17654.0,37246.0,2536.0,602077.8881,237.4124164,0.8435,30.8039,2022,299.2137787496335,237.41241644321767
Busoga,Jinja City,50.0,43.0,93.0,11497.0,7929.0,19426.0,22319.0,13215.0,35534.0,6943.0,6012.0,12955.0,9296.0,8623.0,17919.0,37.0,34.0,71.0,9918.0,6839.0,16757.0,18027.0,9203.0,27230.0,8018.0,7389.0,15407.0,5978.0,5153.0,11131.0,70596.0,28.0,24.0,52.0,9254.0,6423.0,15677.0,17081.0,8945.0,26026.0,7561.0,25370.0,32931.0,5588.0,4825.0,10413.0,501.0,1414.0,1915.0,50105.0,35822.0,85927.0,9346.0,8666.0,18012.0,179.0,272444.3648,1522.035558,0.5349,33.2139,2022,259.12079353090735,1522.0355575418994
Busoga,Jinja District,58.0,51.0,109.0,16626.0,10774.0,27400.0,28444.0,14840.0,43284.0,11220.0,9066.0,20286.0,17473.0,14850.0,32323.0,28.0,21.0,49.0,15540.0,10085.0,25625.0,26031.0,13749.0,39780.0,16526.0,14030.0,30556.0,10665.0,8633.0,19298.0,115308.0,28.0,20.0,48.0,14915.0,9662.0,24577.0,24903.0,13061.0,37964.0,15835.0,46917.0,62752.0,10222.0,8208.0,18430.0,883.0,1659.0,2542.0,73821.0,49581.0,123402.0,17531.0,14901.0,32432.0,499.0,268511.1342,538.0984653,0.5349,33.2139,2022,429.4347061009138,538.0984653306613
Karamoja,Kaabong District,58.0,59.0,117.0,6555.0,4678.0,11233.0,12656.0,6552.0,19208.0,3969.0,3253.0,7222.0,11895.0,11607.0,23502.0,58.0,50.0,108.0,6519.0,4619.0,11138.0,12468.0,6482.0,18950.0,11776.0,11549.0,23325.0,3841.0,3271.0,7112.0,60633.0,58.0,50.0,108.0,6453.0,4636.0,11089.0,12333.0,6448.0,18781.0,11613.0,30781.0,42394.0,3802.0,3241.0,7043.0,162.0,1027.0,1189.0,35133.0,26149.0,61282.0,11953.0,11666.0,23619.0,4751.0,224639.7176,47.28261789,3.5696,34.242,2022,269.91219828705835,47.28261789097032
Kigezi,Kabale District,13.0,1.0,14.0,986.0,1050.0,2036.0,2969.0,3188.0,6157.0,587.0,503.0,1090.0,777.0,707.0,1484.0,1.0,1.0,2.0,582.0,673.0,1255.0,1989.0,2513.0,4502.0,379.0,385.0,764.0,284.0,277.0,561.0,7084.0,1.0,1.0,2.0,566.0,650.0,1216.0,1913.0,2431.0,4344.0,369.0,3495.0,3864.0,274.0,269.0,543.0,6.0,38.0,44.0,5332.0,5449.0,10781.0,790.0,708.0,1498.0,561.0,273632.2078,487.7579462,1.3505,30.0203,2022,25.888765277140745,487.75794616755786
Tooro,Kabarole District,22.0,24.0,46.0,6806.0,5873.0,12679.0,13313.0,10187.0,23500.0,4066.0,3857.0,7923.0,4103.0,3712.0,7815.0,15.0,11.0,26.0,5590.0,4929.0,10519.0,10724.0,8376.0,19100.0,3274.0,2952.0,6226.0,3427.0,3376.0,6803.0,42674.0,15.0,11.0,26.0,5559.0,4913.0,10472.0,10717.0,8477.0,19194.0,3223.0,15439.0,18662.0,3367.0,3303.0,6670.0,89.0,269.0,358.0,28310.0,23653.0,51963.0,4125.0,3736.0,7861.0,1184.0,223213.3823,188.5248161,0.6833,0.0,2022,191.1802937632382,188.52481613175675
Teso,Kaberamaido District,10.0,10.0,20.0,22616.0,13841.0,36457.0,21356.0,7639.0,28995.0,11787.0,9333.0,21120.0,11444.0,10132.0,21576.0,8.0,10.0,18.0,21440.0,13067.0,34507.0,19502.0,7252.0,26754.0,10898.0,9598.0,20496.0,11425.0,8982.0,20407.0,102182.0,7.0,10.0,17.0,30111.0,13237.0,43348.0,19641.0,7334.0,26975.0,10920.0,30627.0,41547.0,11573.0,9089.0,20662.0,698.0,1514.0,2212.0,67213.0,40955.0,108168.0,11454.0,10142.0,21596.0,689.0,132954.885,192.9679028,1.6325,0.0,2022,768.5464133190744,192.96790275761975
Bunyoro,Kagadi District,47.0,38.0,85.0,16364.0,10586.0,26950.0,20845.0,11151.0,31996.0,8507.0,6571.0,15078.0,9744.0,8772.0,18516.0,35.0,28.0,63.0,15572.0,10305.0,25877.0,19698.0,10472.0,30170.0,9362.0,8267.0,17629.0,8164.0,6272.0,14436.0,88175.0,37.0,28.0,65.0,15108.0,10029.0,25137.0,19071.0,10102.0,29173.0,9236.0,29189.0,38425.0,7978.0,6161.0,14139.0,914.0,1924.0,2838.0,55507.0,37118.0,92625.0,9791.0,8810.0,18601.0,1420.0,444189.3943,312.8094326,0.95,30.8,2022,198.50766617009253,312.8094326056338
Bunyoro,Kakumiro District,32.0,33.0,65.0,19801.0,13289.0,33090.0,23168.0,10312.0,33480.0,10295.0,8698.0,18993.0,14017.0,12356.0,26373.0,32.0,13.0,45.0,19258.0,12973.0,32231.0,21565.0,9842.0,31407.0,13396.0,11888.0,25284.0,10136.0,8387.0,18523.0,107490.0,31.0,12.0,43.0,19013.0,13041.0,32054.0,21149.0,10049.0,31198.0,13336.0,37800.0,51136.0,10123.0,8490.0,18613.0,1067.0,3394.0,4461.0,67313.0,44688.0,112001.0,14049.0,12389.0,26438.0,1701.0,396920.3732,233.3453105,1.0028,31.3084,2022,270.8099842127227,233.34531052322163
Teso,Kalaki District,13.0,12.0,25.0,15709.0,8681.0,24390.0,14927.0,4731.0,19658.0,8402.0,6810.0,15212.0,9215.0,8448.0,17663.0,13.0,12.0,25.0,15709.0,8681.0,24390.0,14927.0,4731.0,19658.0,9215.0,8448.0,17663.0,8402.0,6810.0,15212.0,76948.0,13.0,12.0,25.0,15706.0,8679.0,24385.0,14908.0,4726.0,19634.0,9212.0,24305.0,33517.0,8393.0,6804.0,15197.0,445.0,769.0,1214.0,48266.0,28682.0,76948.0,9228.0,8460.0,17688.0,658.0,140747.2665,213.9016208,0.0,0.0,2022,546.7104400212277,213.90162082066868
South Central,Kalangala District,6.0,5.0,11.0,1117.0,994.0,2111.0,2815.0,2798.0,5613.0,718.0,691.0,1409.0,943.0,1033.0,1976.0,6.0,5.0,11.0,1079.0,958.0,2037.0,2696.0,2709.0,5405.0,915.0,1009.0,1924.0,691.0,657.0,1348.0,10725.0,6.0,6.0,12.0,1103.0,992.0,2095.0,2726.0,2700.0,5426.0,924.0,4953.0,5877.0,712.0,695.0,1407.0,38.0,300.0,338.0,5599.0,5521.0,11120.0,949.0,1038.0,1987.0,452.0,69864.80974,154.5681632,0.6351,32.5373,2022,153.51075942112772,154.56816314159292
Busoga,Kaliro District,117.0,80.0,197.0,14846.0,8641.0,23487.0,32188.0,15516.0,47704.0,10425.0,7717.0,18142.0,21651.0,18902.0,40553.0,113.0,77.0,190.0,14834.0,8631.0,23465.0,32169.0,15490.0,47659.0,21642.0,18851.0,40493.0,10417.0,7703.0,18120.0,129927.0,113.0,77.0,190.0,14681.0,8553.0,23234.0,31917.0,15309.0,47226.0,21560.0,61437.0,82997.0,10358.0,7664.0,18022.0,2841.0,5567.0,8408.0,79227.0,50856.0,130083.0,21768.0,18982.0,40750.0,779.0,245480.0124,315.1219672,0.8927,33.5028,2022,529.2773074668461,315.12196713735557
South Central,Kalungu District,25.0,19.0,44.0,9778.0,9093.0,18871.0,8432.0,5243.0,13675.0,5287.0,5561.0,10848.0,4426.0,4637.0,9063.0,25.0,17.0,42.0,9604.0,11320.0,20924.0,7999.0,4994.0,12993.0,4227.0,4400.0,8627.0,5087.0,5391.0,10478.0,53064.0,25.0,17.0,42.0,9835.0,8777.0,18612.0,7907.0,4906.0,12813.0,4208.0,14140.0,18348.0,5094.0,5365.0,10459.0,246.0,827.0,1073.0,27948.0,24553.0,52501.0,4451.0,4656.0,9107.0,790.0,211203.2298,267.3458605,0.0953,31.7651,2022,251.2461577895813,267.34586050632913
Kampala,Kampala,1334.0,1237.0,2571.0,30431.0,25925.0,56356.0,74702.0,64028.0,138730.0,23737.0,22700.0,46437.0,27154.0,26304.0,53458.0,492.0,413.0,905.0,20922.0,17823.0,38745.0,45190.0,41783.0,86973.0,16937.0,16085.0,33022.0,15108.0,14440.0,29548.0,189193.0,479.0,397.0,876.0,19823.0,17306.0,37129.0,44825.0,41659.0,86484.0,16813.0,80338.0,97151.0,14830.0,14033.0,28863.0,1085.0,3879.0,4964.0,157358.0,140194.0,297552.0,28488.0,27541.0,56029.0,195.0,1735422.756,8899.603876,0.3152,32.5816,2022,109.01839297997542,8899.603876923076
Kampala,Kampala District,1334.0,1237.0,2571.0,30431.0,25925.0,56356.0,74702.0,64028.0,138730.0,23737.0,22700.0,46437.0,27154.0,26304.0,53458.0,492.0,413.0,905.0,20922.0,17823.0,38745.0,45190.0,41783.0,86973.0,16937.0,16085.0,33022.0,15108.0,14440.0,29548.0,189193.0,479.0,397.0,876.0,19823.0,17306.0,37129.0,44825.0,41659.0,86484.0,16813.0,80338.0,97151.0,14830.0,14033.0,28863.0,1085.0,3879.0,4964.0,157358.0,140194.0,297552.0,28488.0,27541.0,56029.0,195.0,1735422.756,8899.603876,0.3152,32.5816,2022,109.01839297997542,8899.603876923076
Busoga,Kamuli District,240.0,119.0,359.0,43916.0,25789.0,69705.0,70570.0,31099.0,101669.0,29392.0,22370.0,51762.0,52063.0,43886.0,95949.0,213.0,116.0,329.0,43598.0,25489.0,69087.0,69445.0,30719.0,100164.0,51666.0,43570.0,95236.0,28992.0,22016.0,51008.0,315824.0,209.0,116.0,325.0,42457.0,24788.0,67245.0,67738.0,29806.0,97544.0,50813.0,137903.0,188716.0,28287.0,21714.0,50001.0,4040.0,8197.0,12237.0,196181.0,123263.0,319444.0,52303.0,44005.0,96308.0,1515.0,529006.9212,349.1794859,0.9187,33.1239,2022,597.0129828993247,349.179485940594
Tooro,Kamwenge District,22.0,15.0,37.0,32531.0,20056.0,52587.0,40734.0,19931.0,60665.0,15678.0,12312.0,27990.0,19722.0,18270.0,37992.0,22.0,15.0,37.0,29978.0,19548.0,49526.0,38413.0,19508.0,57921.0,19131.0,17312.0,36443.0,15206.0,11887.0,27093.0,171020.0,22.0,15.0,37.0,29715.0,19442.0,49157.0,38584.0,18874.0,57458.0,19870.0,61984.0,81854.0,15094.0,11939.0,27033.0,769.0,2416.0,3185.0,108687.0,70584.0,179271.0,19744.0,18285.0,38029.0,1695.0,322673.5983,190.3679046,0.2903,30.574,2022,530.0092753203726,190.3679046017699
Kigezi,Kanungu District,19.0,20.0,39.0,12599.0,10652.0,23251.0,16858.0,11075.0,27933.0,5889.0,5111.0,11000.0,5986.0,5104.0,11090.0,19.0,20.0,39.0,12229.0,10323.0,22552.0,15984.0,10616.0,26600.0,5691.0,4855.0,10546.0,5715.0,4964.0,10679.0,70416.0,8.0,9.0,17.0,11893.0,10089.0,21982.0,15609.0,10422.0,26031.0,5534.0,22910.0,28444.0,5585.0,4829.0,10414.0,236.0,635.0,871.0,41351.0,31962.0,73313.0,6005.0,5124.0,11129.0,1275.0,297501.0911,233.3341891,0.8195,0.0,2022,236.69156889354346,233.33418909803922
Bugisu,Kapchorwa District,8.0,3.0,11.0,1657.0,1337.0,2994.0,2551.0,1648.0,4199.0,758.0,602.0,1360.0,644.0,590.0,1234.0,4.0,1.0,5.0,1616.0,1312.0,2928.0,2431.0,1591.0,4022.0,628.0,574.0,1202.0,745.0,587.0,1332.0,9489.0,4.0,1.0,5.0,1606.0,1380.0,2986.0,2405.0,1583.0,3988.0,627.0,3027.0,3654.0,731.0,584.0,1315.0,15.0,42.0,57.0,5618.0,4180.0,9798.0,652.0,593.0,1245.0,212.0,127377.1015,600.8353844,1.3514,34.3754,2022,74.4953361966711,600.8353844339623
Teso,Kapelebyong District,3.0,9.0,12.0,13315.0,6226.0,19541.0,15084.0,4585.0,19669.0,5247.0,3672.0,8919.0,4026.0,3682.0,7708.0,3.0,9.0,12.0,13310.0,6226.0,19536.0,15084.0,4585.0,19669.0,4026.0,3679.0,7705.0,5243.0,3672.0,8915.0,55837.0,3.0,9.0,12.0,13115.0,6165.0,19280.0,14671.0,4515.0,19186.0,3972.0,13090.0,17062.0,5188.0,3630.0,8818.0,537.0,1068.0,1605.0,37675.0,18174.0,55849.0,4029.0,3691.0,7720.0,1203.0,130031.8255,108.0896305,2.211,33.7518,2022,429.41026002899576,108.08963050706568
Karamoja,Karamoja,321.0,334.0,655.0,61670.0,40391.0,102061.0,100846.0,51330.0,152176.0,40729.0,33445.0,74174.0,102965.0,94338.0,197303.0,246.0,256.0,502.0,60124.0,39405.0,99529.0,95037.0,48195.0,143232.0,100218.0,91664.0,191882.0,39489.0,32522.0,72011.0,507156.0,257.0,260.0,517.0,59094.0,38725.0,97819.0,93567.0,48076.0,141643.0,98595.0,255056.0,353651.0,38755.0,31837.0,70592.0,2644.0,7403.0,10047.0,306531.0,219838.0,526369.0,103286.0,94672.0,197958.0,27407.0,1370499.271,50.00544647,2.8309,34.1532,2022,370.05200274929587,50.005446455285146
Karamoja,Karenga District,2.0,1.0,3.0,5810.0,3762.0,9572.0,8350.0,3591.0,11941.0,2597.0,2140.0,4737.0,4906.0,4671.0,9577.0,1.0,1.0,2.0,5779.0,3744.0,9523.0,8231.0,3533.0,11764.0,4879.0,4564.0,9443.0,2589.0,2167.0,4756.0,35488.0,1.0,1.0,2.0,5460.0,3566.0,9026.0,7863.0,3412.0,11275.0,4675.0,13277.0,17952.0,2504.0,2027.0,4531.0,273.0,760.0,1033.0,21665.0,14165.0,35830.0,4908.0,4672.0,9580.0,25702.0,87742.58075,3.413842532,3.5691,33.6931,2022,404.45584910607954,3.4138425317095944
Tooro,Kasese District,122.0,72.0,194.0,42728.0,37072.0,79800.0,67237.0,40941.0,108178.0,19512.0,16971.0,36483.0,20356.0,19257.0,39613.0,103.0,61.0,164.0,41148.0,35572.0,76720.0,57924.0,38585.0,96509.0,19357.0,18310.0,37667.0,18679.0,16261.0,34940.0,246000.0,110.0,89.0,199.0,41462.0,35828.0,77290.0,58379.0,39526.0,97905.0,19324.0,81876.0,101200.0,18774.0,16702.0,35476.0,833.0,1633.0,2466.0,149955.0,114313.0,264268.0,20478.0,19329.0,39807.0,2795.0,819394.1729,293.1642837,0.1699,0.0,2022,300.221807935681,293.16428368515204
North Central,Kassanda District,29.0,15.0,44.0,9957.0,7586.0,17543.0,15081.0,8629.0,23710.0,6456.0,5646.0,12102.0,7200.0,6815.0,14015.0,29.0,15.0,44.0,9826.0,7491.0,17317.0,14883.0,8459.0,23342.0,7113.0,6736.0,13849.0,6366.0,5560.0,11926.0,66478.0,29.0,15.0,44.0,9448.0,11119.0,20567.0,14433.0,8232.0,22665.0,6897.0,22953.0,29850.0,6145.0,5373.0,11518.0,702.0,2407.0,3109.0,38723.0,28691.0,67414.0,7229.0,6830.0,14059.0,1819.0,305014.589,167.6825668,0.5761,31.7195,2022,217.95023057077444,167.68256679494226
Teso,Katakwi District,15.0,6.0,21.0,33820.0,21244.0,55064.0,33317.0,150876.0,184193.0,17258.0,13539.0,30797.0,17619.0,15920.0,33539.0,15.0,6.0,21.0,33915.0,21161.0,55076.0,33470.0,14859.0,48329.0,17571.0,15870.0,33441.0,17257.0,13535.0,30792.0,167659.0,16.0,6.0,22.0,33206.0,20796.0,54002.0,32994.0,14665.0,47659.0,17265.0,51840.0,69105.0,16877.0,13221.0,30098.0,1837.0,4785.0,6622.0,102029.0,201585.0,303614.0,17634.0,15926.0,33560.0,2306.0,218780.0327,94.87425528,1.9142,33.9583,2022,766.3359308017874,94.8742552905464
North Central,Kayunga District,74.0,48.0,122.0,15852.0,10726.0,26578.0,19836.0,11248.0,31084.0,10176.0,8415.0,18591.0,13889.0,13168.0,27057.0,74.0,48.0,122.0,15825.0,10716.0,26541.0,19611.0,11004.0,30615.0,13799.0,13104.0,26903.0,10155.0,8420.0,18575.0,102756.0,74.0,48.0,122.0,15260.0,10357.0,25617.0,18990.0,10763.0,29753.0,13428.0,39399.0,52827.0,9837.0,8196.0,18033.0,1271.0,2718.0,3989.0,59827.0,43605.0,103432.0,13963.0,13216.0,27179.0,1596.0,423930.13,265.6203822,0.7014,32.9029,2022,242.38899933816924,265.6203822055138
